EIGENVECTOR1.X d	EIGENVECTOR1.Y d	EIGENVECTOR1.Z d	EIGENVECTOR2.X d	EIGENVECTOR2.Y d	EIGENVECTOR2.Z d	EIGENVECTOR3.X d	EIGENVECTOR3.Y d	EIGENVECTOR3.Z d	EIGENVALUE.X d	EIGENVALUE.Y d	EIGENVALUE.Z d	S_1.DIPDIR d	S_1.DIP d	S_2.DIPDIR d	S_2.DIP d	S_3.DIPDIR d	S_3.DIP d	stressratio d	delvaux_str d	regime s	delvaux_rgm s	shmax d	shmin d
0.26234015	0.93378774	-0.24334769	0.02047940	-0.25751101	-0.96605832	-0.96475813	0.24845227	-0.08667889	1.23320625	-0.53179483	-0.70141141	15.69228031	14.08420844	175.45293829	75.02935806	284.44147176	4.97257433	0.08767447	1.91232553	STRIKE-SLIP	TRANSPRESSIVE	15.69228031	105.69228031
0.26230875	0.93379723	-0.24334512	0.02047426	-0.25750411	-0.96606027	-0.96476677	0.24842375	-0.08666439	1.23316382	-0.53178286	-0.70138096	15.69034303	14.08405654	175.45395212	75.02979017	284.43975932	4.97174066	0.08766822	1.91233178	STRIKE-SLIP	TRANSPRESSIVE	15.69034303	105.69034303
0.26228009	0.93380590	-0.24334277	0.02046957	-0.25749781	-0.96606204	-0.96477466	0.24839771	-0.08665116	1.23312509	-0.53177193	-0.70135316	15.68857455	14.08391782	175.45487826	75.03018471	284.43819612	4.97097948	0.08766252	1.91233748	STRIKE-SLIP	TRANSPRESSIVE	15.68857455	105.68857455
0.26225392	0.93381380	-0.24334063	0.02046529	-0.25749206	-0.96606367	-0.96478187	0.24837395	-0.08663907	1.23308975	-0.53176195	-0.70132779	15.68696015	14.08379114	175.45572422	75.03054494	284.43676917	4.97028450	0.08765731	1.91234269	STRIKE-SLIP	TRANSPRESSIVE	15.68696015	105.68696015
0.26223003	0.93382102	-0.24333867	0.02046138	-0.25748681	-0.96606515	-0.96478844	0.24835225	-0.08662804	1.23305748	-0.53175285	-0.70130464	15.68548643	14.08367545	175.45649692	75.03087382	284.43546657	4.96964997	0.08765256	1.91234744	STRIKE-SLIP	TRANSPRESSIVE	15.68548643	105.68548643
0.26220823	0.93382761	-0.24333688	0.02045780	-0.25748201	-0.96606650	-0.96479445	0.24833245	-0.08661797	1.23302804	-0.53174454	-0.70128350	15.68414111	14.08356982	175.45720266	75.03117409	284.43427750	4.96907065	0.08764822	1.91235178	STRIKE-SLIP	TRANSPRESSIVE	15.68414111	105.68414111
0.26218832	0.93383363	-0.24333525	0.02045454	-0.25747764	-0.96606774	-0.96479992	0.24831437	-0.08660877	1.23300116	-0.53173695	-0.70126421	15.68291302	14.08347336	175.45784722	75.03144823	284.43319205	4.96854173	0.08764426	1.91235574	STRIKE-SLIP	TRANSPRESSIVE	15.68291302	105.68291302
0.26217015	0.93383912	-0.24333376	0.02045156	-0.25747364	-0.96606887	-0.96480493	0.24829787	-0.08660037	1.23297662	-0.53173002	-0.70124660	15.68179193	14.08338528	175.45843587	75.03169852	284.43220119	4.96805883	0.08764065	1.91235935	STRIKE-SLIP	TRANSPRESSIVE	15.68179193	105.68179193
0.26215357	0.93384413	-0.24333240	0.02044884	-0.25746999	-0.96606990	-0.96480949	0.24828280	-0.08659271	1.23295423	-0.53172370	-0.70123052	15.68076853	14.08330486	175.45897344	75.03192702	284.43129669	4.96761796	0.08763735	1.91236265	STRIKE-SLIP	TRANSPRESSIVE	15.68076853	105.68076853
0.26213842	0.93384870	-0.24333115	0.02044636	-0.25746666	-0.96607084	-0.96481366	0.24826905	-0.08658571	1.23293378	-0.53171793	-0.70121585	15.67983430	14.08323144	175.45946435	75.03213563	284.43047101	4.96721547	0.08763434	1.91236566	STRIKE-SLIP	TRANSPRESSIVE	15.67983430	105.67983430
0.26212460	0.93385288	-0.24333002	0.02044409	-0.25746362	-0.96607170	-0.96481746	0.24825650	-0.08657932	1.23291512	-0.53171266	-0.70120246	15.67898148	14.08316439	175.45991263	75.03232608	284.42971728	4.96684801	0.08763159	1.91236841	STRIKE-SLIP	TRANSPRESSIVE	15.67898148	105.67898148
0.26211198	0.93385669	-0.24332898	0.02044202	-0.25746084	-0.96607248	-0.96482093	0.24824504	-0.08657349	1.23289809	-0.53170785	-0.70119024	15.67820297	14.08310318	175.46032197	75.03249995	284.42902924	4.96651254	0.08762908	1.91237092	STRIKE-SLIP	TRANSPRESSIVE	15.67820297	105.67820297
0.26210046	0.93386017	-0.24332803	0.02044013	-0.25745831	-0.96607320	-0.96482410	0.24823458	-0.08656816	1.23288254	-0.53170346	-0.70117908	15.67749229	14.08304729	175.46069575	75.03265868	284.42840115	4.96620627	0.08762679	1.91237321	STRIKE-SLIP	TRANSPRESSIVE	15.67749229	105.67749229
0.26208995	0.93386335	-0.24332717	0.02043840	-0.25745599	-0.96607385	-0.96482700	0.24822503	-0.08656330	1.23286835	-0.53169946	-0.70116889	15.67684353	14.08299626	175.46103705	75.03280359	284.42782780	4.96592667	0.08762470	1.91237530	STRIKE-SLIP	TRANSPRESSIVE	15.67684353	105.67684353
0.26208035	0.93386624	-0.24332638	0.02043682	-0.25745388	-0.96607445	-0.96482964	0.24821631	-0.08655886	1.23285539	-0.53169580	-0.70115959	15.67625131	14.08294968	175.46134868	75.03293588	284.42730441	4.96567142	0.08762279	1.91237721	STRIKE-SLIP	TRANSPRESSIVE	15.67625131	105.67625131
0.26207158	0.93386889	-0.24332566	0.02043538	-0.25745195	-0.96607499	-0.96483205	0.24820835	-0.08655481	1.23284357	-0.53169246	-0.70115111	15.67571069	14.08290715	175.46163322	75.03305665	284.42682664	4.96543840	0.08762105	1.91237895	STRIKE-SLIP	TRANSPRESSIVE	15.67571069	105.67571069
0.26206359	0.93387131	-0.24332500	0.02043407	-0.25745019	-0.96607549	-0.96483425	0.24820109	-0.08655111	1.23283277	-0.53168941	-0.70114336	15.67521718	14.08286831	175.46189301	75.03316690	284.42639049	4.96522567	0.08761946	1.91238054	STRIKE-SLIP	TRANSPRESSIVE	15.67521718	105.67521718
0.26205628	0.93387351	-0.24332440	0.02043287	-0.25744859	-0.96607594	-0.96483626	0.24819445	-0.08654773	1.23282292	-0.53168663	-0.70113629	15.67476667	14.08283286	175.46213020	75.03326755	284.42599235	4.96503146	0.08761801	1.91238199	STRIKE-SLIP	TRANSPRESSIVE	15.67476667	105.67476667
0.26204962	0.93387553	-0.24332386	0.02043177	-0.25744712	-0.96607636	-0.96483809	0.24818840	-0.08654465	1.23281392	-0.53168409	-0.70112983	15.67435541	14.08280050	175.46234677	75.03335943	284.42562891	4.96485417	0.08761669	1.91238331	STRIKE-SLIP	TRANSPRESSIVE	15.67435541	105.67435541
0.26204353	0.93387736	-0.24332336	0.02043077	-0.25744578	-0.96607673	-0.96483976	0.24818288	-0.08654184	1.23280571	-0.53168177	-0.70112394	15.67397999	14.08277095	175.46254449	75.03344332	284.42529714	4.96469232	0.08761548	1.91238452	STRIKE-SLIP	TRANSPRESSIVE	15.67397999	105.67397999
0.26203798	0.93387904	-0.24332290	0.02042986	-0.25744456	-0.96607708	-0.96484129	0.24817783	-0.08653927	1.23279822	-0.53167966	-0.70111856	15.67363728	14.08274398	175.46272500	75.03351989	284.42499427	4.96454457	0.08761437	1.91238563	STRIKE-SLIP	TRANSPRESSIVE	15.67363728	105.67363728
0.26203291	0.93388057	-0.24332248	0.02042902	-0.25744344	-0.96607739	-0.96484269	0.24817323	-0.08653692	1.23279138	-0.53167772	-0.70111365	15.67332444	14.08271935	175.46288981	75.03358979	284.42471780	4.96440969	0.08761337	1.91238663	STRIKE-SLIP	TRANSPRESSIVE	15.67332444	105.67332444
0.26202828	0.93388197	-0.24332210	0.02042826	-0.25744242	-0.96607768	-0.96484396	0.24816902	-0.08653478	1.23278513	-0.53167596	-0.70110917	15.67303885	14.08269687	175.46304027	75.03365361	284.42446543	4.96428656	0.08761245	1.91238755	STRIKE-SLIP	TRANSPRESSIVE	15.67303885	105.67303885
0.26202405	0.93388325	-0.24332176	0.02042757	-0.25744149	-0.96607794	-0.96484512	0.24816518	-0.08653283	1.23277943	-0.53167435	-0.70110508	15.67277815	14.08267635	175.46317764	75.03371187	284.42423504	4.96417415	0.08761161	1.91238839	STRIKE-SLIP	TRANSPRESSIVE	15.67277815	105.67277815
0.26202019	0.93388441	-0.24332144	0.02042693	-0.25744064	-0.96607818	-0.96484618	0.24816168	-0.08653104	1.23277422	-0.53167288	-0.70110134	15.67254017	14.08265761	175.46330305	75.03376505	284.42402473	4.96407154	0.08761084	1.91238916	STRIKE-SLIP	TRANSPRESSIVE	15.67254017	105.67254017
