NAME_ID s	iID i	N.X d	N.Y d	N.Z d	D.X d	D.Y d	D.Z d	S.X d	S.Y d	S.Z d	NC.X d	NC.Y d	NC.Z d	DC.X d	DC.Y d	DC.Z d	SC.X d	SC.Y d	SC.Z d	LPITCH  d	LPITCHSENSE s	PITCHANGLE  d	MISFIT d	LINEATION s	OFFSET s	DEPTH d	GC s	COLOR s	LOC s	LOCX d	LOCY d	FORMATION s	DATATYPE s	DIPDIR d	DIP d	LDIR d	LDIP d	corr.DIPDIR d	corr.DIP d	corrL.DIPDIR d	corrL.DIP d	PALEON d	COMMENT s	DATAGROUP s	PSCOLOR s	DASHED s	ptnP.X d	ptnP.Y d	ptnP.Z d	ptnT.X d	ptnT.Y d	ptnT.Z d	ptnN.X d	ptnN.Y d	ptnN.Z d	ptnPd.DIPDIR d	ptnPd.DIP d	ptnTd.DIPDIR d	ptnTd.DIP d	ptnNd.DIPDIR d	ptnNd.DIP d	avD.X d	avD.Y d	avD.Z d	avS0D.X d	avS0D.Y d	avS0D.Z d	avS0N.X d	avS0N.Y d	avS0N.Z d	avS0d.DIPDIR d	avS0d.DIP d	avd.DIPDIR d	avd.DIP d	avS0offset s	fold_great_circle_N.X d	fold_great_circle_N.Y d	fold_great_circle_N.Z d	SHEAR_S.X d	SHEAR_S.Y d	SHEAR_S.Z d	NORMAL_S.X d	NORMAL_S.Y d	NORMAL_S.Z d	UPSILON.X d	UPSILON.Y d	UPSILON.Z d	lambda d	ANG d	RUP d
ANG_011	10	-0.59136773	0.73027833	0.34202014	-0.21524025	0.26579957	-0.93969262	-0.77714596	-0.62932039	0.00000000	-0.87630416	0.04133791	0.47998145	-0.47944829	0.02261702	-0.87727864	-0.04712061	-0.99888921	0.00000000	69.00000000	W	69.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	321.00000000	70.00000000	NAN	NAN	321.00000000	70.00000000	272.70081240	61.31580954	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-2.48418851	2.67814618	-10.01362372	-7.98023829	9.85477357	4.61540614	2.06897411	-2.65855927	9.25387814	0.86602540	19.68204934	11198.61511761
ANG_012	11	-0.60365126	0.47162405	0.64278761	-0.50652355	0.39573957	-0.76604444	-0.61566148	-0.78801075	0.00000000	-0.54776754	0.53284083	0.64500494	-0.46234331	0.44974442	-0.76417840	-0.69727282	-0.71680584	0.00000000	86.00000000	N	94.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	308.00000000	50.00000000	NAN	NAN	308.00000000	50.00000000	314.20860967	49.83395389	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-7.44298678	7.97653031	-12.84233199	-1.91563853	1.49666084	2.03983457	7.04258572	-7.58704021	12.18053408	0.86602540	1.80121202	29505.67065398
ANG_013	12	-0.38857298	0.67302814	0.62932039	-0.31466020	0.54500745	-0.77714596	-0.86602540	-0.50000000	0.00000000	-0.55941772	0.51867022	0.64655473	-0.47412444	0.43958963	-0.76286760	-0.67989546	-0.73330905	0.00000000	79.00000000	W	79.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	330.00000000	51.00000000	NAN	NAN	330.00000000	51.00000000	312.83547427	49.71765565	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-7.95114668	7.89129085	-13.34878343	-1.32963778	2.30300018	2.15343888	7.54054287	-7.51059507	12.68812071	0.86602540	1.28643122	31668.49736802
ANG_014	13	-0.13812343	0.87207704	0.46947156	-0.07344153	0.46369159	-0.88294759	-0.98768834	-0.15643447	0.00000000	-0.49574557	0.70312366	0.50975823	-0.29374076	0.41661711	-0.86031770	-0.81728373	-0.57623546	0.00000000	77.00000000	W	77.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	351.00000000	62.00000000	NAN	NAN	351.00000000	62.00000000	324.81380199	59.35227333	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-7.70599222	5.19678774	-11.92058867	-0.87446065	5.52112728	2.97222851	7.45160526	-4.83598674	11.17553169	0.86602540	13.72680503	23533.45481473
ANG_015	14	-0.46789094	0.74878203	0.46947156	-0.24878203	0.39813447	-0.88294759	-0.84804810	-0.52991926	0.00000000	-0.61677724	0.62503141	0.47845750	-0.33606434	0.34056180	-0.87811071	-0.71179112	-0.70239120	0.00000000	84.00000000	W	84.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	328.00000000	62.00000000	NAN	NAN	328.00000000	62.00000000	315.38083325	61.41529303	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-5.48821560	4.48944864	-12.63016817	-4.53682385	7.26043586	4.55215010	5.19717535	-4.19451347	11.86970199	0.86602540	3.03753566	21419.04836154
ANG_016	15	-0.70758221	0.51408857	0.48480962	-0.39221922	0.28496394	-0.87461971	-0.58778525	-0.80901699	0.00000000	-0.83839234	0.10399685	0.53505415	-0.53098469	0.06586503	-0.84481776	-0.12309974	-0.99239430	0.00000000	75.00000000	S	75.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	306.00000000	61.00000000	NAN	NAN	306.00000000	61.00000000	277.07103146	57.65241598	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-3.69334263	6.22005928	-11.98615835	-6.34333474	4.60870246	4.34622250	3.23349640	-6.16301849	11.25452470	0.86602540	26.79294217	20219.10919714
ANG_017	16	0.70062927	-0.50903696	0.50000000	0.40450850	-0.29389263	-0.86602540	0.58778525	0.80901699	0.00000000	0.38796329	-0.74537898	0.54212051	0.25029474	-0.48088168	-0.84030075	0.88703834	0.46169576	0.00000000	76.00000000	S	104.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	126.00000000	60.00000000	NAN	NAN	126.00000000	60.00000000	152.50341390	57.17189152	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	3.55409833	-8.41036953	-13.54258852	4.02679563	-2.92563828	2.87369926	-3.33733673	7.99391378	12.81486672	0.86602540	2.77919618	27627.51323370
ANG_018	17	0.69244212	-0.56072857	0.45399050	0.35281688	-0.28570548	-0.89100652	0.62932039	0.77714596	0.00000000	0.57164231	-0.67903401	0.46058428	0.29662542	-0.35235102	-0.88761598	0.76500877	0.64401986	0.00000000	85.00000000	S	95.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	129.00000000	63.00000000	NAN	NAN	129.00000000	63.00000000	139.90777265	62.57518346	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	2.64443358	-7.48865342	-13.28269900	5.37168564	-4.34990526	3.52187450	-2.38754843	7.18350849	12.51400101	0.86602540	10.57620122	24699.43747640
ANG_019	18	0.32528049	-0.89370079	0.30901699	0.10569004	-0.29038099	-0.95105652	0.93969262	0.34202014	0.00000000	0.83115550	-0.16511560	0.53095892	0.52078203	-0.10345746	-0.84739756	0.19485022	0.98083301	0.00000000	63.00000000	E	63.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	160.00000000	72.00000000	NAN	NAN	160.00000000	72.00000000	101.23597377	57.92973195	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	4.20609690	-1.84824305	-9.77272309	4.00073043	-10.99191652	3.80070046	-3.75508643	1.75864626	9.03885528	0.86602540	9.09314547	11419.34348288
ANG_020	19	0.50259761	-0.62065636	0.60181502	0.37873447	-0.46769811	-0.79863551	0.77714596	0.62932039	0.00000000	0.52030106	-0.60573197	0.60197641	0.39223985	-0.45664373	-0.79851387	0.75857413	0.65158675	0.00000000	89.00000000	E	89.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	141.00000000	53.00000000	NAN	NAN	141.00000000	53.00000000	139.33865686	52.98842120	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	5.18049316	-9.27592947	-13.89275409	1.56653436	-1.93450883	1.87578272	-4.84080349	8.88046441	13.20122079	0.86602540	6.94519877	31935.35151089
ANG_021	20	-0.71791667	0.13954886	0.68199836	-0.66946813	0.13013142	-0.73135370	-0.19080900	-0.98162718	0.00000000	-0.64018875	0.32490416	0.69612905	-0.62076004	0.31504384	-0.71791667	-0.45256528	-0.89173127	0.00000000	79.00000000	N	101.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	281.00000000	47.00000000	NAN	NAN	281.00000000	47.00000000	296.90838926	45.88274399	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-8.54366924	6.63499388	-10.35126898	0.73475130	-0.14282118	-0.69799073	8.00607527	-6.36215792	9.72953490	0.86602540	8.03406634	23006.03921531
ANG_022	21	-0.36418692	0.60610881	0.70710678	-0.36418692	0.60610881	-0.70710678	-0.85716730	-0.51503808	0.00000000	-0.57457998	0.30581438	0.75916758	-0.67015777	0.35668469	-0.65089522	-0.46983658	-0.88275342	0.00000000	67.00000000	W	67.00000000	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	329.00000000	45.00000000	NAN	NAN	329.00000000	45.00000000	298.02368882	40.60913198	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-8.86024937	9.30284513	-12.53746043	0.06275786	-0.10444662	-0.12185091	8.27987572	-8.99394713	11.97376863	0.86602540	14.01532734	33811.77511853
ANG_023	22	-0.39098036	-0.87815626	0.27563736	-0.11211181	-0.25180725	-0.96126170	0.91354546	-0.40673664	0.00000000	-0.87011171	-0.11859185	0.47837390	-0.47399165	-0.06460268	-0.87815626	0.13504641	-0.99083927	0.00000000	66.00000000	W	114.00000001	NAN	PITCH	NORMAL	NAN	XXB		ANG002	0.00000000	0.00000000		STRIAE	204.00000000	74.00000000	NAN	NAN	204.00000000	74.00000000	262.23869662	61.42074725	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	4.70878370	-3.60558257	-4.80784964	-1.65936870	-3.72700313	1.16983883	-5.11927251	3.54963501	4.04734401	0.86602540	73.07150974	6372.54439225
ANG_024	23	-0.59619974	0.30377894	0.74314483	-0.66214689	0.33738069	-0.66913061	-0.45399050	-0.89100652	0.00000000	-0.58881243	0.31764653	0.74323657	-0.65412281	0.35287951	-0.66902869	-0.47478761	-0.88010041	0.00000000	89.00000000	N	91.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	297.00000000	42.00000000	NAN	NAN	297.00000000	42.00000000	298.34552197	41.99214318	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-9.58013385	8.08362585	-10.99019770	1.27742564	-0.65088087	-1.59227218	9.01364688	-7.77802323	10.41080185	0.86602540	8.85504827	28882.32486643
ANG_025	24	-0.67070549	0.48729606	0.55919290	-0.45239656	0.32868534	-0.82903757	-0.58778525	-0.80901699	0.00000000	-0.62145600	0.54700382	0.56087366	-0.42101427	0.37057557	-0.82790141	-0.66071130	-0.75064011	0.00000000	87.00000000	N	93.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	306.00000000	56.00000000	NAN	NAN	306.00000000	56.00000000	311.35414352	55.88376126	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-5.44285675	7.07030752	-12.68951523	-4.31041710	3.13170134	3.59376017	5.07824770	-6.74937967	11.97253158	0.86602540	6.35198396	24789.60053168
ANG_026	25	0.75722776	-0.61319095	0.22495105	0.17481980	-0.14156629	-0.97437006	0.62932039	0.77714596	0.00000000	-0.30350543	-0.68191898	0.66548550	-0.27059961	-0.60798586	-0.74641077	0.91359745	-0.40661984	0.00000000	50.00000000	S	130.00000001	NAN	PITCH	NORMAL	NAN	XXA		ANG002	0.00000000	0.00000000		STRIAE	129.00000000	77.00000000	NAN	NAN	129.00000000	77.00000000	203.99267469	48.28041723	30.00000000		STRIAE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.13399615	0.11045790	-0.98480662	0.75990100	0.62641404	0.17365459	50.50000000	79.99962691	NAN	NAN		NAN	NAN	NAN	-0.95629931	-4.37430387	-8.70476985	10.37545114	-8.40187467	3.08225450	0.72195318	3.84777267	8.05835916	0.86602540	15.87309421	9268.05643714
