ID s	INT d	DIP d	FREQ d	FREQ_NRM d	FREQ_MAX d
W_TST_0886	0.30000000	81.48880116	0.49883610	0.04777864	10.44056723
W_TST_0885	0.10000000	86.53244864	0.60594186	0.05803725	10.44056723
W_TST_0883	2.71000000	60.15126345	0.21174744	0.02028122	10.44056723
W_TST_0881	0.38000000	80.19625558	0.45472973	0.04355412	10.44056723
W_TST_0880	0.25000000	62.75360433	2.05981701	0.19728976	10.44056723
W_TST_0878	0.34000000	71.24519118	0.99867018	0.09565287	10.44056723
W_TST_0877	0.16000000	64.14114807	3.02929199	0.29014630	10.44056723
W_TST_0876	0.15000000	80.38308041	1.12960737	0.10819406	10.44056723
W_TST_0875	0.58000000	34.56626166	2.50243149	0.23968348	10.44056723
W_TST_0874	0.34000000	84.77743939	0.26883577	0.02574915	10.44056723
W_TST_0873	0.10000000	86.36829405	0.63470250	0.06079196	10.44056723
W_TST_0872	0.12000000	61.44688560	4.53463844	0.43432874	10.44056723
W_TST_0871	0.28000000	66.49334567	1.55339457	0.14878450	10.44056723
W_TST_0869	1.17000000	80.62135187	0.14116759	0.01352106	10.44056723
W_TST_0868	2.17000000	40.03561528	0.54850242	0.05253569	10.44056723
W_TST_0867	0.13000000	79.80253744	1.38371292	0.13253235	10.44056723
W_TST_0866	0.35000000	50.15734989	2.38408710	0.22834843	10.44056723
W_TST_0864	0.32000000	52.44535075	2.40263594	0.23012504	10.44056723
W_TST_0863	0.56000000	53.47031523	1.32279136	0.12669727	10.44056723
W_TST_0862	2.19000000	79.94308867	0.08098234	0.00775651	10.44056723
W_TST_0861	0.55000000	45.09553819	1.81212843	0.17356609	10.44056723
W_TST_0860	0.79000000	88.52164999	0.03266810	0.00312896	10.44056723
W_TST_0859	0.26000000	89.00843918	0.06656819	0.00637592	10.44056723
W_TST_0858	1.19000000	63.09475544	0.42642358	0.04084295	10.44056723
W_TST_0857	1.32000000	45.55968392	0.74291798	0.07115686	10.44056723
W_TST_0856	6.76000000	55.71122173	0.10086787	0.00966115	10.44056723
W_TST_0855	1.27000000	86.59605139	0.04683473	0.00448584	10.44056723
W_TST_0854	2.77000000	57.28655191	0.23188451	0.02220995	10.44056723
W_TST_0853	0.13000000	57.94942576	4.81613363	0.46129042	10.44056723
W_TST_0852	0.58000000	89.67775807	0.00969697	0.00092878	10.44056723
W_TST_0851	0.22000000	79.67800367	0.82785189	0.07929185	10.44056723
W_TST_0850	0.63000000	57.65042085	1.00537390	0.09629495	10.44056723
W_TST_0848	0.97000000	57.89520859	0.64681996	0.06195257	10.44056723
W_TST_0847	4.49000000	54.74218290	0.15744649	0.01508026	10.44056723
W_TST_0846	2.63000000	86.52965128	0.02305825	0.00220852	10.44056723
W_TST_0845	1.47000000	70.47954754	0.24117031	0.02309935	10.44056723
W_TST_0839	2.64000000	71.00636324	0.13038007	0.01248783	10.44056723
W_TST_0838	0.54000000	87.55903880	0.07894186	0.00756107	10.44056723
W_TST_0835	0.55000000	65.89944682	0.81333310	0.07790124	10.44056723
W_TST_0833	0.18000000	66.51240928	2.41419372	0.23123205	10.44056723
W_TST_0832	0.70000000	82.12234443	0.19766285	0.01893219	10.44056723
W_TST_0831	0.89000000	84.97712653	0.09875388	0.00945867	10.44056723
W_TST_0830	3.05000000	79.51566586	0.06067418	0.00581139	10.44056723
W_TST_0829	1.03000000	87.62061280	0.04034178	0.00386394	10.44056723
W_TST_0828	0.99000000	58.75091899	0.61292217	0.05870583	10.44056723
W_TST_0827	0.36000000	49.10285982	2.40594392	0.23044188	10.44056723
W_TST_0826	0.18000000	67.81302766	2.26570679	0.21700993	10.44056723
W_TST_0825	0.38000000	78.58474310	0.53134867	0.05089270	10.44056723
W_TST_0824	0.31000000	85.03112153	0.28045600	0.02686214	10.44056723
W_TST_0823	0.55000000	88.11141779	0.05995258	0.00574227	10.44056723
W_TST_0822	0.22000000	89.31778487	0.05412483	0.00518409	10.44056723
W_TST_0821	0.28000000	60.51059559	2.01974529	0.19345168	10.44056723
W_TST_0820	0.63000000	75.28490650	0.41686773	0.03992769	10.44056723
W_TST_0819	2.15000000	19.17207631	1.33773086	0.12812818	10.44056723
W_TST_0818	0.11000000	85.81052945	0.66591498	0.06378149	10.44056723
W_TST_0817	0.19000000	54.97886655	3.68819669	0.35325635	10.44056723
W_TST_0815	0.70000000	89.75705132	0.00605754	0.00058019	10.44056723
W_TST_0814	0.11000000	77.28370232	2.05144224	0.19648762	10.44056723
W_TST_0813	0.31000000	43.13702373	3.44271018	0.32974360	10.44056723
W_TST_0812	0.66000000	84.92982504	0.13442872	0.01287561	10.44056723
W_TST_0811	0.21000000	74.04229386	1.36165092	0.13041925	10.44056723
W_TST_0810	2.02000000	84.27045067	0.04967038	0.00475744	10.44056723
W_TST_0808	0.19000000	86.02109743	0.36608843	0.03506404	10.44056723
W_TST_0807	1.25000000	80.69790457	0.13103507	0.01255057	10.44056723
W_TST_0806	0.59000000	87.49402356	0.07417873	0.00710486	10.44056723
W_TST_0804	1.89000000	42.80823920	0.57121181	0.05471080	10.44056723
W_TST_0803	0.39000000	73.82901456	0.74353281	0.07121575	10.44056723
W_TST_0802	0.71000000	53.42236052	1.04515521	0.10010521	10.44056723
W_TST_0801	0.46000000	87.86032329	0.08122125	0.00777939	10.44056723
W_TST_0798	4.31000000	76.13526611	0.05726726	0.00548507	10.44056723
W_TST_0795	4.21000000	25.19380804	0.50491792	0.04836116	10.44056723
W_TST_0794	0.95000000	69.97012681	0.38374821	0.03675549	10.44056723
W_TST_0793	0.95000000	81.92903622	0.14926744	0.01429687	10.44056723
W_TST_0790	0.26000000	59.85644156	2.23344566	0.21391995	10.44056723
W_TST_0789	0.31000000	68.42725305	1.27541256	0.12215932	10.44056723
W_TST_0788	0.15000000	34.24107533	9.79459060	0.93812821	10.44056723
W_TST_0787	0.29000000	87.62307158	0.14313463	0.01370947	10.44056723
W_TST_0785	2.19000000	86.21375249	0.03021865	0.00289435	10.44056723
W_TST_0784	4.31000000	59.84094882	0.13481613	0.01291272	10.44056723
W_TST_0783	1.28000000	42.47582023	0.85330746	0.08172999	10.44056723
W_TST_0782	0.44000000	85.48263842	0.17956047	0.01719834	10.44056723
W_TST_0781	0.46000000	51.06244514	1.75648058	0.16823613	10.44056723
W_TST_0780	0.29000000	68.73975236	1.34167120	0.12850559	10.44056723
W_TST_0779	0.72000000	85.40806950	0.11155047	0.01068433	10.44056723
W_TST_0778	2.57000000	22.46754132	0.94088998	0.09011866	10.44056723
W_TST_0777	0.16000000	53.06624213	4.69839360	0.45001325	10.44056723
W_TST_0775	0.27000000	61.04472500	2.04921870	0.19627465	10.44056723
W_TST_0774	1.34000000	68.63134047	0.29198869	0.02796675	10.44056723
W_TST_0773	0.25000000	64.61929775	1.89768891	0.18176109	10.44056723
W_TST_0772	0.89000000	34.60848561	1.62822844	0.15595211	10.44056723
W_TST_0771	0.40000000	76.10432999	0.61848695	0.05923883	10.44056723
W_TST_0769	0.78000000	63.44245631	0.64081567	0.06137748	10.44056723
W_TST_0768	0.22000000	67.96252383	1.83994218	0.17623010	10.44056723
W_TST_0767	2.60000000	74.01684851	0.11016430	0.01055156	10.44056723
W_TST_0766	0.72000000	34.96503461	1.98611747	0.19023080	10.44056723
W_TST_0765	0.29000000	46.18470940	3.30854463	0.31689319	10.44056723
W_TST_0764	0.10000000	64.39644905	4.79195926	0.45897499	10.44056723
W_TST_0763	1.67000000	77.60817609	0.13156567	0.01260139	10.44056723
W_TST_0762	0.57000000	50.27900951	1.45760535	0.13960979	10.44056723
W_TST_0761	0.74000000	39.94058934	1.61387339	0.15457718	10.44056723
W_TST_0759	0.38000000	78.34333856	0.54289823	0.05199892	10.44056723
W_TST_0757	0.16000000	53.39747497	4.64208701	0.44462019	10.44056723
W_TST_0756	0.56000000	55.14491351	1.24365165	0.11911725	10.44056723
W_TST_0751	0.29000000	88.76693194	0.07422214	0.00710901	10.44056723
W_TST_0749	0.12000000	38.87477348	10.33692263	0.99007290	10.44056723
W_TST_0748	0.17000000	79.62883157	1.07655433	0.10311263	10.44056723
W_TST_0747	0.20000000	73.83921016	1.44892447	0.13877833	10.44056723
W_TST_0746	0.13000000	59.87064966	4.46434094	0.42759563	10.44056723
W_TST_0745	0.13000000	72.81038184	2.37963970	0.22792245	10.44056723
W_TST_0743	1.34000000	77.13308176	0.17046491	0.01632717	10.44056723
W_TST_0741	0.46000000	88.16405781	0.06968306	0.00667426	10.44056723
W_TST_0740	0.29000000	80.64174275	0.56827759	0.05442976	10.44056723
W_TST_0739	1.45000000	78.81213237	0.13640365	0.01306477	10.44056723
W_TST_0738	0.12000000	70.80788024	2.90068864	0.27782864	10.44056723
W_TST_0737	0.11000000	71.00303900	3.12971169	0.29976453	10.44056723
W_TST_0736	1.04000000	65.04988474	0.44735396	0.04284767	10.44056723
W_TST_0735	0.31000000	85.58356553	0.24914305	0.02386298	10.44056723
W_TST_0734	1.20000000	68.20652215	0.33319952	0.03191393	10.44056723
W_TST_0730	0.41000000	86.03465994	0.16907061	0.01619362	10.44056723
W_TST_0728	0.54000000	84.90913346	0.16497583	0.01580142	10.44056723
W_TST_0725	0.18000000	69.48630296	2.07865100	0.19909368	10.44056723
W_TST_0724	0.12000000	58.96071876	5.01495092	0.48033319	10.44056723
W_TST_0723	0.37000000	62.63126822	1.39907729	0.13400395	10.44056723
W_TST_0722	0.35000000	83.84501709	0.30811390	0.02951122	10.44056723
W_TST_0720	0.52000000	87.88085078	0.07115963	0.00681569	10.44056723
W_TST_0718	0.20000000	83.67295613	0.55439405	0.05309999	10.44056723
W_TST_0716	2.00000000	84.42199924	0.04883161	0.00467710	10.44056723
W_TST_0715	11.91000000	55.67169956	0.05733650	0.00549170	10.44056723
W_TST_0714	0.13000000	76.84240515	1.79820918	0.17223290	10.44056723
W_TST_0713	0.46000000	88.98776736	0.03841007	0.00367893	10.44056723
W_TST_0711	0.15000000	88.75306837	0.14510999	0.01389867	10.44056723
W_TST_0710	0.32000000	75.45343546	0.81089009	0.07766724	10.44056723
W_TST_0709	0.23000000	72.38943740	1.38009392	0.13218572	10.44056723
W_TST_0707	0.99000000	78.63451435	0.20303895	0.01944712	10.44056723
W_TST_0706	0.53000000	87.95058235	0.06751764	0.00646686	10.44056723
W_TST_0705	1.16000000	72.83002730	0.26635992	0.02551202	10.44056723
W_TST_0704	0.17000000	80.98245666	0.93351956	0.08941272	10.44056723
W_TST_0703	0.43000000	29.60009097	4.09374846	0.39210020	10.44056723
W_TST_0702	0.19000000	81.01408303	0.83227626	0.07971562	10.44056723
W_TST_0701	1.47000000	86.40957239	0.04268499	0.00408838	10.44056723
W_TST_0700	1.38000000	84.05502331	0.07545898	0.00722748	10.44056723
W_TST_0698	0.26000000	38.96696328	4.75520804	0.45545495	10.44056723
W_TST_0697	0.14000000	63.17914659	3.61138044	0.34589887	10.44056723
W_TST_0696	0.11000000	83.81223883	0.98562401	0.09440330	10.44056723
W_TST_0695	0.46000000	87.78819411	0.08396192	0.00804189	10.44056723
W_TST_0691	0.35000000	62.48436634	1.48832543	0.14255216	10.44056723
W_TST_0687	0.30000000	61.41181062	1.81650106	0.17398490	10.44056723
W_TST_0686	0.41000000	81.05957057	0.38370447	0.03675130	10.44056723
W_TST_0685	0.15000000	63.05933926	3.38814397	0.32451723	10.44056723
W_TST_0683	0.39000000	71.12272317	0.87675257	0.08397557	10.44056723
W_TST_0680	0.39000000	85.96159393	0.18102675	0.01733879	10.44056723
W_TST_0677	0.34000000	70.57202955	1.03736589	0.09935915	10.44056723
W_TST_0676	0.71000000	47.83155050	1.27569257	0.12218614	10.44056723
W_TST_0675	0.41000000	66.18565269	1.07646757	0.10310432	10.44056723
W_TST_0673	4.28000000	74.01601282	0.06692592	0.00641018	10.44056723
W_TST_0671	0.26000000	84.34908866	0.38056942	0.03645103	10.44056723
W_TST_0669	0.51000000	86.73948567	0.11170239	0.01069888	10.44056723
W_TST_0668	0.23000000	88.02312385	0.15007259	0.01437399	10.44056723
W_TST_0667	0.21000000	71.64946833	1.57950987	0.15128583	10.44056723
W_TST_0666	0.37000000	78.47501055	0.55109876	0.05278437	10.44056723
W_TST_0665	0.16000000	72.98557495	1.91253750	0.18318329	10.44056723
W_TST_0663	0.66000000	65.42850045	0.69277907	0.06635454	10.44056723
W_TST_0658	0.33000000	67.78649252	1.23747721	0.11852586	10.44056723
W_TST_0657	0.37000000	69.78320786	0.99530040	0.09533011	10.44056723
W_TST_0656	0.43000000	47.03402211	2.16605941	0.20746568	10.44056723
W_TST_0655	0.70000000	58.86044704	0.86311500	0.08266936	10.44056723
W_TST_0654	0.87000000	84.51018549	0.11047084	0.01058092	10.44056723
W_TST_0653	0.30000000	65.40602389	1.52569526	0.14613145	10.44056723
W_TST_0652	0.40000000	76.76045602	0.58819035	0.05633701	10.44056723
W_TST_0647	0.28000000	87.87984589	0.13221632	0.01266371	10.44056723
W_TST_0642	0.38000000	61.09744067	1.45286300	0.13915556	10.44056723
W_TST_0640	0.21000000	48.06656440	4.27763141	0.40971255	10.44056723
W_TST_0638	0.37000000	88.78733848	0.05721107	0.00547969	10.44056723
W_TST_0636	0.66000000	75.19477616	0.40046809	0.03835693	10.44056723
W_TST_0634	0.45000000	79.82656152	0.39877743	0.03819500	10.44056723
W_TST_0633	0.64000000	82.73361426	0.19922921	0.01908222	10.44056723
W_TST_0632	0.92000000	74.26225048	0.30630257	0.02933773	10.44056723
W_TST_0631	0.62000000	80.68494801	0.26455813	0.02533944	10.44056723
W_TST_0630	1.30000000	73.34595580	0.23010793	0.02203979	10.44056723
W_TST_0629	0.71000000	72.86724594	0.43417754	0.04158563	10.44056723
W_TST_0628	1.63000000	71.84266752	0.20120140	0.01927112	10.44056723
W_TST_0627	3.72000000	47.11432942	0.24967511	0.02391394	10.44056723
W_TST_0626	2.58000000	70.34808230	0.13841292	0.01325722	10.44056723
W_TST_0625	1.78000000	57.25533916	0.36128645	0.03460410	10.44056723
W_TST_0623	0.71000000	72.61988918	0.44084482	0.04222422	10.44056723
W_TST_0622	0.34000000	77.40913994	0.65693823	0.06292170	10.44056723
W_TST_0621	0.52000000	72.16695516	0.61865613	0.05925503	10.44056723
W_TST_0619	0.13000000	71.01888528	2.64583820	0.25341901	10.44056723
W_TST_0618	1.05000000	69.66783095	0.35290443	0.03380127	10.44056723
W_TST_0617	1.03000000	76.23310773	0.23787470	0.02278370	10.44056723
W_TST_0616	0.52000000	74.42811628	0.53591560	0.05133012	10.44056723
W_TST_0615	0.44000000	54.44824290	1.62422019	0.15556819	10.44056723
W_TST_0614	1.82000000	68.12644591	0.22058317	0.02112751	10.44056723
W_TST_0613	1.34000000	82.10113746	0.10353823	0.00991692	10.44056723
W_TST_0612	0.86000000	88.85028586	0.02333604	0.00223513	10.44056723
W_TST_0611	0.67000000	89.72420801	0.00718435	0.00068812	10.44056723
W_TST_0610	0.60000000	59.78131804	0.97075082	0.09297874	10.44056723
W_TST_0608	0.19000000	49.53962509	4.48887011	0.42994504	10.44056723
W_TST_0607	3.10000000	70.34317657	0.11522641	0.01103641	10.44056723
W_TST_0606	2.29000000	67.42850421	0.18151801	0.01738584	10.44056723
W_TST_0604	2.42000000	48.42362637	0.36657207	0.03511036	10.44056723
W_TST_0598	0.16000000	78.45445870	1.27675112	0.12228752	10.44056723
W_TST_0597	6.45000000	81.91332073	0.02202851	0.00210990	10.44056723
W_TST_0596	0.63000000	44.47107311	1.61688190	0.15486533	10.44056723
W_TST_0595	3.81000000	56.10594992	0.17633107	0.01688903	10.44056723
W_TST_0594	1.04000000	83.41013907	0.11108137	0.01063940	10.44056723
W_TST_0592	5.72000000	81.04421934	0.02755129	0.00263887	10.44056723
W_TST_0591	0.40000000	67.60620291	1.03010902	0.09866409	10.44056723
W_TST_0590	0.35000000	84.49270705	0.27547862	0.02638541	10.44056723
W_TST_0588	0.20000000	57.95259473	3.13010192	0.29980190	10.44056723
W_TST_0585	0.21000000	48.21731402	4.25504561	0.40754928	10.44056723
W_TST_0584	0.34000000	84.18422766	0.29957183	0.02869306	10.44056723
W_TST_0583	0.26000000	85.91367958	0.27477275	0.02631780	10.44056723
W_TST_0582	1.14000000	72.87522179	0.27027511	0.02588701	10.44056723
W_TST_0581	1.04000000	77.00272283	0.22194052	0.02125752	10.44056723
W_TST_0580	16.10000000	53.18764015	0.04648646	0.00445248	10.44056723
W_TST_0578	3.16000000	45.70022115	0.30881379	0.02957826	10.44056723
